post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST00610,2025-07-01 05:00,2025-07,YouTube,e-commerce sale,"Not sure yet what to think about e-commerce sale, still testing it out. 🤔",19,1,Neutral,Neutral
POST01053,2025-08-27 20:00,2025-08,Twitter,airline service,"The airline service was launched today, here are the specifications. 🤔",0,6,Neutral,Neutral
POST01469,2025-07-30 02:00,2025-07,YouTube,electric car,"The electric car was launched today, here are the specifications. 🤔",13,11,Neutral,Neutral
POST01780,2025-04-22 09:00,2025-04,YouTube,new smartphone,"Extremely poor service from new smartphone, never again. 😡",28,0,Negative,Negative
POST01790,2025-03-10 12:00,2025-03,Twitter,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 👍",36,1,Positive,Positive
POST00494,2025-08-22 06:00,2025-08,Facebook,online banking app,"Extremely poor service from online banking app, never again.",20,0,Negative,Negative
POST01332,2025-11-27 05:00,2025-11,Facebook,online banking app,"The online banking app exceeded my expectations, five stars from me.",16,4,Positive,Positive
POST00278,2025-04-03 22:00,2025-04,Instagram,streaming app,"Feeling let down by streaming app, it just doesn't work as promised. 😞",1,0,Negative,Negative
POST01866,2025-04-02 13:00,2025-04,Instagram,new smartphone,"The new smartphone is okay I guess, nothing special but works.",7,0,Neutral,Neutral
POST00359,2025-03-25 12:00,2025-03,Facebook,laptop brand,"Attended a webinar about laptop brand, learned a few things.",6,1,Neutral,Neutral
POST01121,2025-05-29 05:00,2025-05,Facebook,laptop brand,"Just started using laptop brand, will share my thoughts soon.",3,4,Neutral,Neutral
POST00237,2025-08-21 10:00,2025-08,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 👍",28,11,Positive,Positive
POST00552,2025-02-27 07:00,2025-02,YouTube,new movie release,"Great value for money with new movie release, totally worth it.",2,22,Positive,Positive
POST01916,2025-08-18 04:00,2025-08,Facebook,cloud gaming service,"The cloud gaming service is fine, price is a bit high though.",14,3,Neutral,Neutral
POST00908,2025-03-11 22:00,2025-03,YouTube,fitness tracker,"Read an article about fitness tracker today, fairly informative. 🤔",18,2,Neutral,Neutral
POST00209,2025-02-16 21:00,2025-02,YouTube,airline service,Why is airline service so slow today? Getting really annoyed. 😡,5,2,Negative,Negative
POST01628,2025-04-21 22:00,2025-04,Instagram,laptop brand,"Really disappointed with laptop brand, expected way better. 😞",19,0,Negative,Negative
POST01575,2025-04-02 10:00,2025-04,YouTube,fitness tracker,"Super smooth experience with fitness tracker today, very happy customer here.",13,1,Positive,Positive
POST00059,2025-12-06 03:00,2025-12,Facebook,cloud gaming service,"Worst experience ever with cloud gaming service, would not recommend. 👎",2,4,Negative,Negative
POST00632,2025-07-12 05:00,2025-07,Instagram,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall.",20,10,Positive,Positive
POST01831,2025-10-10 03:00,2025-10,Facebook,electric car,"Decent electric car, does the job but support could be faster.",16,1,Neutral,Neutral
POST01879,2025-12-26 02:00,2025-12,Instagram,fitness tracker,"Mixed feelings about fitness tracker, some parts great some not.",1,5,Neutral,Neutral
POST01592,2025-09-22 18:00,2025-09,Instagram,new movie release,"Read an article about new movie release today, fairly informative.",4,7,Positive,Neutral
POST00364,2025-10-26 15:00,2025-10,Twitter,electric car,"Best electric car I've used so far, highly recommend it to everyone!",71,8,Positive,Positive
POST00506,2025-12-11 22:00,2025-12,Instagram,new movie release,"The new movie release exceeded my expectations, five stars from me.",26,18,Positive,Positive
POST00680,2025-05-22 08:00,2025-05,Facebook,cloud gaming service,"The cloud gaming service exceeded my expectations, five stars from me. 🔥",6,2,Positive,Positive
POST01132,2025-06-04 15:00,2025-06,YouTube,customer support,"Really impressed by how well customer support performs, well done! 🔥",57,44,Positive,Positive
POST01618,2025-07-08 02:00,2025-07,Twitter,customer support,"Just tried the customer support and I'm impressed, great experience overall.",37,3,Positive,Positive
POST01227,2025-05-14 07:00,2025-05,Instagram,online banking app,The online banking app is scheduled for release next week.,5,5,Neutral,Neutral
POST01423,2025-03-27 04:00,2025-03,Twitter,new smartphone,"The new smartphone update ruined everything, please fix this asap.",0,6,Negative,Negative
POST00995,2025-01-28 14:00,2025-01,Facebook,food delivery app,"Really disappointed with food delivery app, expected way better. 😡",20,3,Negative,Negative
POST00825,2025-09-04 21:00,2025-09,Twitter,electric car,The electric car is scheduled for release next week.,15,3,Positive,Neutral
POST00119,2025-11-12 17:00,2025-11,Facebook,streaming app,"Great value for money with streaming app, totally worth it. ❤️",25,0,Positive,Positive
POST01260,2025-10-25 01:00,2025-10,Instagram,online banking app,"Worst experience ever with online banking app, would not recommend. 👎",12,9,Negative,Negative
POST00775,2025-02-28 21:00,2025-02,Twitter,fitness tracker,"The fitness tracker broke down after just one week, very poor quality.",4,6,Negative,Negative
POST00523,2025-04-16 06:00,2025-04,Instagram,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 👎",1,3,Negative,Negative
POST00514,2025-07-29 21:00,2025-07,YouTube,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap.",14,0,Negative,Negative
POST00082,2025-07-27 17:00,2025-07,Facebook,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy 👍",0,21,Positive,Positive
POST00731,2025-09-04 11:00,2025-09,Instagram,customer support,"Can't stop recommending customer support to my friends, it's brilliant. 🔥",59,8,Positive,Positive
POST01028,2025-07-21 13:00,2025-07,Instagram,streaming app,Here's a quick overview of the new streaming app update.,2,3,Positive,Neutral
POST00381,2025-01-03 17:00,2025-01,Instagram,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out.",5,4,Neutral,Neutral
POST01038,2025-10-29 21:00,2025-10,Instagram,food delivery app,"Great value for money with food delivery app, totally worth it. ❤️",31,0,Positive,Positive
POST01705,2025-10-01 20:00,2025-10,Instagram,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😡",14,1,Negative,Negative
POST00085,2025-12-04 02:00,2025-12,Instagram,electric car,The electric car has some new features this month.,4,0,Neutral,Neutral
POST01694,2025-12-25 07:00,2025-12,Facebook,fitness tracker,"The fitness tracker broke down after just one week, very poor quality.",0,0,Negative,Negative
POST00979,2025-05-29 12:00,2025-05,YouTube,food delivery app,"Worst experience ever with food delivery app, would not recommend. 😞",2,6,Negative,Negative
POST00330,2025-11-25 02:00,2025-11,Facebook,streaming app,"The streaming app update ruined everything, please fix this asap.",3,6,Negative,Negative
POST00007,2025-02-17 12:00,2025-02,Twitter,laptop brand,"The laptop brand keeps crashing, so frustrating to deal with. 👎",4,3,Negative,Negative
POST00753,2025-12-26 17:00,2025-12,Facebook,customer support,"The customer support broke down after just one week, very poor quality. 😞",6,1,Negative,Negative
POST00766,2025-05-31 14:00,2025-05,Instagram,electric car,"Best electric car I've used so far, highly recommend it to everyone! 😊",6,0,Positive,Positive
POST01231,2025-08-14 08:00,2025-08,Instagram,laptop brand,Here's a quick overview of the new laptop brand update. 🤔,8,5,Neutral,Neutral
POST01507,2025-01-22 00:00,2025-01,YouTube,fitness tracker,"Great value for money with fitness tracker, totally worth it.",0,15,Neutral,Positive
POST00452,2025-01-29 20:00,2025-01,YouTube,fitness tracker,"Just started using fitness tracker, will share my thoughts soon. 🤔",8,8,Neutral,Neutral
POST00491,2025-08-17 11:00,2025-08,Instagram,fitness tracker,"Not happy at all with fitness tracker, total waste of money.",16,8,Negative,Negative
POST01495,2025-02-28 03:00,2025-02,Twitter,online banking app,"Extremely poor service from online banking app, never again. 😞",10,0,Negative,Negative
POST00288,2025-02-11 11:00,2025-02,YouTube,food delivery app,Why is food delivery app so slow today? Getting really annoyed. 😡,8,2,Negative,Negative
POST01553,2025-09-17 17:00,2025-09,Instagram,new smartphone,"Just started using new smartphone, will share my thoughts soon.",9,0,Positive,Neutral
POST02006,2025-07-21 03:00,2025-07,Facebook,food delivery app,Loved the food delivery app at first but the recent update is buggy.,1,17,Negative,Negative
POST01381,2025-09-22 10:00,2025-09,Facebook,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",3,0,Positive,Positive
POST00772,2025-09-16 05:00,2025-09,Twitter,streaming app,"Not happy at all with streaming app, total waste of money.",59,0,Negative,Negative
POST01353,2025-02-21 05:00,2025-02,YouTube,electric car,The electric car has some new features this month. 🤔,0,8,Neutral,Neutral
POST00810,2025-12-01 04:00,2025-12,YouTube,online banking app,Here's a quick overview of the new online banking app update.,4,8,Neutral,Neutral
POST01718,2025-04-18 23:00,2025-04,Instagram,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job! 😊",59,11,Neutral,Positive
POST00807,2025-05-24 04:00,2025-05,Twitter,streaming app,"Really impressed by how well streaming app performs, well done! 🔥",12,1,Positive,Positive
POST00889,2025-05-09 17:00,2025-05,Facebook,new movie release,"Feeling let down by new movie release, it just doesn't work as promised. 😡",4,0,Negative,Negative
POST00931,2025-10-09 16:00,2025-10,Twitter,cloud gaming service,"The cloud gaming service keeps crashing, so frustrating to deal with. 👎",47,3,Negative,Negative
POST01103,2025-11-10 16:00,2025-11,Twitter,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",1,3,Positive,Positive
POST01666,2025-09-09 12:00,2025-09,Facebook,electric car,Comparing electric car with other options currently available.,1,1,Neutral,Neutral
POST00328,2025-11-10 02:00,2025-11,Instagram,new movie release,"The new movie release was launched today, here are the specifications.",1,0,Neutral,Neutral
POST00443,2025-02-04 22:00,2025-02,Instagram,streaming app,"Best streaming app I've used so far, highly recommend it to everyone! 😊",38,8,Positive,Positive
POST00783,2025-01-13 14:00,2025-01,Instagram,electric car,"The electric car broke down after just one week, very poor quality. 😡",5,3,Negative,Negative
POST01088,2025-01-16 02:00,2025-01,YouTube,new movie release,"The new movie release update ruined everything, please fix this asap. 😡",6,0,Negative,Negative
POST01340,2025-09-12 02:00,2025-09,Facebook,fitness tracker,"Saw an ad for fitness tracker today, might check it out later. 🤔",4,1,Neutral,Neutral
POST00888,2025-03-10 20:00,2025-03,YouTube,customer support,"Read an article about customer support today, fairly informative.",2,4,Neutral,Neutral
POST00178,2025-05-01 20:00,2025-05,Twitter,new smartphone,The new smartphone has some new features this month. 🤔,68,3,Neutral,Neutral
POST00745,2025-03-03 12:00,2025-03,Instagram,food delivery app,"Saw an ad for food delivery app today, might check it out later.",22,4,Neutral,Neutral
POST00711,2025-06-04 13:00,2025-06,Twitter,electric car,"Just tried the electric car and I'm impressed, great experience overall.",0,6,Positive,Positive
POST00087,2025-01-24 07:00,2025-01,Twitter,streaming app,"The streaming app update ruined everything, please fix this asap. 😡",1,3,Negative,Negative
POST01421,2025-08-12 20:00,2025-08,Instagram,cloud gaming service,"Really impressed by how well cloud gaming service performs, well done! 🔥",53,4,Positive,Positive
POST01920,2025-03-15 09:00,2025-03,Twitter,airline service,"Mixed feelings about airline service, some parts great some not.",0,0,Neutral,Neutral
POST00458,2025-12-13 17:00,2025-12,YouTube,food delivery app,"Super smooth experience with food delivery app today, very happy customer here. ❤️",48,5,Positive,Positive
POST01847,2025-03-25 05:00,2025-03,Facebook,new smartphone,"Decent new smartphone, does the job but support could be faster.",8,1,Neutral,Neutral
POST00055,2025-01-05 14:00,2025-01,Twitter,laptop brand,"Feeling let down by laptop brand, it just doesn't work as promised. 😡",9,0,Negative,Negative
POST01996,2025-01-06 05:00,2025-01,Facebook,streaming app,Loved the streaming app at first but the recent update is buggy.,3,4,Negative,Negative
POST00644,2025-03-19 22:00,2025-03,Twitter,online banking app,"Just tried the online banking app and I'm impressed, great experience overall. 😊",21,6,Positive,Positive
POST00678,2025-10-15 20:00,2025-10,Facebook,cloud gaming service,"Feeling let down by cloud gaming service, it just doesn't work as promised. 👎",7,14,Negative,Negative
POST00222,2025-02-20 22:00,2025-02,YouTube,new movie release,"Just tried the new movie release and I'm impressed, great experience overall.",2,1,Positive,Positive
POST00114,2025-07-23 22:00,2025-07,YouTube,online banking app,"Huge shoutout to the team behind online banking app, amazing job! 😊",16,5,Positive,Positive
POST00994,2025-05-11 05:00,2025-05,Twitter,customer support,"Just started using customer support, will share my thoughts soon.",6,1,Positive,Neutral
POST01334,2025-06-08 14:00,2025-06,Instagram,new smartphone,"Great value for money with new smartphone, totally worth it.",21,13,Positive,Positive
