post_id,date,platform,topic,text,likes,retweets,sentiment
POST02010,2025-07-11 20:00,Facebook,food delivery app,"Mixed feelings about food delivery app, some parts great some not.",26,2,Neutral
POST01197,2025-10-23 17:00,Instagram,cloud gaming service,"Huge shoutout to the team behind cloud gaming service, amazing job! 😊",5,24,Positive
POST01252,2025-07-15 09:00,Instagram,food delivery app,"Extremely poor service from food delivery app, never again.",3,0,Negative
POST01840,2025-12-19 12:00,Twitter,fitness tracker,"The fitness tracker is okay I guess, nothing special but works.",14,1,Neutral
POST00312,2025-03-27 22:00,YouTube,e-commerce sale,"The e-commerce sale update ruined everything, please fix this asap. 👎",2,1,Negative
POST00837,2025-11-05 17:00,Instagram,new movie release,"Just started using new movie release, will share my thoughts soon.",26,0,Neutral
POST00406,2025-10-14 14:00,Twitter,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me. 😊",2,9,Positive
POST00705,2025-01-10 07:00,YouTube,streaming app,"Huge shoutout to the team behind streaming app, amazing job! 🔥",56,8,Positive
POST01742,2025-12-01 05:00,Instagram,e-commerce sale,"Just tried the e-commerce sale and I'm impressed, great experience overall.",12,0,Neutral
POST00310,2025-10-07 09:00,Instagram,customer support,"The customer support broke down after just one week, very poor quality. 😡",12,1,Negative
POST00227,2025-07-10 04:00,Twitter,customer support,"Read an article about customer support today, fairly informative. 🤔",24,6,Neutral
POST01832,2025-10-01 07:00,Twitter,food delivery app,Loved the food delivery app at first but the recent update is buggy.,0,1,Negative
POST01835,2025-11-20 19:00,Facebook,new smartphone,"The new smartphone is okay I guess, nothing special but works.",18,1,Neutral
POST01543,2025-07-25 03:00,YouTube,online banking app,"The customer service for online banking app was fantastic, quick and helpful. ❤️",17,8,Positive
POST00835,2025-03-18 19:00,YouTube,food delivery app,"The food delivery app keeps crashing, so frustrating to deal with. 😞",37,0,Negative
POST01605,2025-07-08 16:00,Twitter,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy 🔥",17,11,Positive
POST00149,2025-08-28 22:00,Twitter,new movie release,The new movie release has some new features this month.,35,17,Neutral
POST00631,2025-06-13 08:00,Twitter,online banking app,"Just tried the online banking app and I'm impressed, great experience overall. 😊",12,12,Positive
POST00721,2025-02-18 01:00,Twitter,electric car,"Really disappointed with electric car, expected way better. 😞",11,1,Negative
POST01958,2025-07-06 00:00,Facebook,new smartphone,"The new smartphone is fine, price is a bit high though.",11,1,Neutral
POST01396,2025-10-08 19:00,Twitter,new smartphone,"Not happy at all with new smartphone, total waste of money. 😡",1,3,Positive
POST00846,2025-04-02 11:00,YouTube,fitness tracker,"Read an article about fitness tracker today, fairly informative.",16,0,Neutral
POST00576,2025-05-30 18:00,Instagram,laptop brand,"The laptop brand exceeded my expectations, five stars from me.",17,45,Positive
POST00558,2025-05-23 02:00,Instagram,cloud gaming service,The cloud gaming service has some new features this month. 🤔,24,6,Neutral
POST01473,2025-03-25 04:00,YouTube,electric car,"Extremely poor service from electric car, never again. 😞",0,1,Negative
POST01166,2025-09-08 20:00,Instagram,electric car,"Absolutely loving the electric car, works flawlessly! #happy ❤️",49,17,Positive
POST01359,2025-12-18 18:00,Instagram,online banking app,"The online banking app broke down after just one week, very poor quality. 👎",10,2,Negative
POST01704,2025-05-12 21:00,Instagram,online banking app,The online banking app is scheduled for release next week. 🤔,42,8,Neutral
POST00629,2025-10-07 12:00,Facebook,customer support,"Just tried the customer support and I'm impressed, great experience overall. ❤️",15,0,Positive
POST00969,2025-08-24 11:00,Twitter,airline service,"Worst experience ever with airline service, would not recommend. 😞",0,14,Negative
POST00287,2025-01-28 12:00,YouTube,new smartphone,"Extremely poor service from new smartphone, never again. 👎",0,5,Negative
POST01619,2025-08-19 05:00,YouTube,laptop brand,"Terrible customer support for laptop brand, waited hours for a reply. 😞",2,0,Negative
POST00746,2025-02-25 13:00,Facebook,food delivery app,"Really disappointed with food delivery app, expected way better. 😡",26,0,Negative
POST00599,2025-07-22 15:00,YouTube,streaming app,"Absolutely loving the streaming app, works flawlessly! #happy ❤️",2,10,Positive
POST00943,2025-10-06 11:00,Instagram,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,1,2,Neutral
POST00808,2025-02-08 00:00,Twitter,online banking app,"Really impressed by how well online banking app performs, well done! 😊",35,4,Positive
POST01652,2025-12-18 22:00,Instagram,new smartphone,Why is new smartphone so slow today? Getting really annoyed.,7,5,Negative
POST01602,2025-01-17 22:00,Instagram,airline service,"The customer service for airline service was fantastic, quick and helpful. ❤️",43,6,Positive
POST01714,2025-06-01 07:00,Instagram,laptop brand,The laptop brand is scheduled for release next week.,10,0,Neutral
POST01241,2025-05-23 06:00,Instagram,fitness tracker,"Absolutely loving the fitness tracker, works flawlessly! #happy 😊",44,21,Positive
POST01609,2025-10-28 06:00,Facebook,streaming app,"Extremely poor service from streaming app, never again.",2,4,Negative
POST00915,2025-10-08 11:00,Twitter,food delivery app,"Huge shoutout to the team behind food delivery app, amazing job! ❤️",3,7,Positive
POST00890,2025-12-20 05:00,Twitter,customer support,"Really disappointed with customer support, expected way better. 😞",16,1,Negative
POST01784,2025-04-12 02:00,YouTube,customer support,"Extremely poor service from customer support, never again. 😞",15,21,Negative
POST01404,2025-02-17 01:00,YouTube,cloud gaming service,"Really impressed by how well cloud gaming service performs, well done! 👍",2,7,Positive
POST00610,2025-07-01 05:00,YouTube,e-commerce sale,"Not sure yet what to think about e-commerce sale, still testing it out. 🤔",19,1,Neutral
POST01053,2025-08-27 20:00,Twitter,airline service,"The airline service was launched today, here are the specifications. 🤔",0,6,Neutral
POST01469,2025-07-30 02:00,YouTube,electric car,"The electric car was launched today, here are the specifications. 🤔",13,11,Neutral
POST01780,2025-04-22 09:00,YouTube,new smartphone,"Extremely poor service from new smartphone, never again. 😡",28,0,Negative
POST01790,2025-03-10 12:00,Twitter,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 👍",36,1,Positive
POST00494,2025-08-22 06:00,Facebook,online banking app,"Extremely poor service from online banking app, never again.",20,0,Negative
POST01332,2025-11-27 05:00,Facebook,online banking app,"The online banking app exceeded my expectations, five stars from me.",16,4,Positive
POST00278,2025-04-03 22:00,Instagram,streaming app,"Feeling let down by streaming app, it just doesn't work as promised. 😞",1,0,Negative
POST01866,2025-04-02 13:00,Instagram,new smartphone,"The new smartphone is okay I guess, nothing special but works.",7,0,Neutral
POST00359,2025-03-25 12:00,Facebook,laptop brand,"Attended a webinar about laptop brand, learned a few things.",6,1,Neutral
POST01121,2025-05-29 05:00,Facebook,laptop brand,"Just started using laptop brand, will share my thoughts soon.",3,4,Neutral
POST00237,2025-08-21 10:00,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 👍",28,11,Positive
POST00552,2025-02-27 07:00,YouTube,new movie release,"Great value for money with new movie release, totally worth it.",2,22,Positive
POST01916,2025-08-18 04:00,Facebook,cloud gaming service,"The cloud gaming service is fine, price is a bit high though.",14,3,Neutral
POST00908,2025-03-11 22:00,YouTube,fitness tracker,"Read an article about fitness tracker today, fairly informative. 🤔",18,2,Neutral
POST00209,2025-02-16 21:00,YouTube,airline service,Why is airline service so slow today? Getting really annoyed. 😡,5,2,Negative
POST01628,2025-04-21 22:00,Instagram,laptop brand,"Really disappointed with laptop brand, expected way better. 😞",19,0,Negative
POST01575,2025-04-02 10:00,YouTube,fitness tracker,"Super smooth experience with fitness tracker today, very happy customer here.",13,1,Positive
POST00059,2025-12-06 03:00,Facebook,cloud gaming service,"Worst experience ever with cloud gaming service, would not recommend. 👎",2,4,Negative
POST00632,2025-07-12 05:00,Instagram,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall.",20,10,Positive
POST01831,2025-10-10 03:00,Facebook,electric car,"Decent electric car, does the job but support could be faster.",16,1,Neutral
POST01879,2025-12-26 02:00,Instagram,fitness tracker,"Mixed feelings about fitness tracker, some parts great some not.",1,5,Neutral
POST01592,2025-09-22 18:00,Instagram,new movie release,"Read an article about new movie release today, fairly informative.",4,7,Positive
POST00364,2025-10-26 15:00,Twitter,electric car,"Best electric car I've used so far, highly recommend it to everyone!",71,8,Positive
POST00506,2025-12-11 22:00,Instagram,new movie release,"The new movie release exceeded my expectations, five stars from me.",26,18,Positive
POST00680,2025-05-22 08:00,Facebook,cloud gaming service,"The cloud gaming service exceeded my expectations, five stars from me. 🔥",6,2,Positive
POST01132,2025-06-04 15:00,YouTube,customer support,"Really impressed by how well customer support performs, well done! 🔥",57,44,Positive
POST01618,2025-07-08 02:00,Twitter,customer support,"Just tried the customer support and I'm impressed, great experience overall.",37,3,Positive
POST01227,2025-05-14 07:00,Instagram,online banking app,The online banking app is scheduled for release next week.,5,5,Neutral
POST01423,2025-03-27 04:00,Twitter,new smartphone,"The new smartphone update ruined everything, please fix this asap.",0,6,Negative
POST00995,2025-01-28 14:00,Facebook,food delivery app,"Really disappointed with food delivery app, expected way better. 😡",20,3,Negative
POST00825,2025-09-04 21:00,Twitter,electric car,The electric car is scheduled for release next week.,15,3,Positive
POST00119,2025-11-12 17:00,Facebook,streaming app,"Great value for money with streaming app, totally worth it. ❤️",25,0,Positive
POST01260,2025-10-25 01:00,Instagram,online banking app,"Worst experience ever with online banking app, would not recommend. 👎",12,9,Negative
POST00775,2025-02-28 21:00,Twitter,fitness tracker,"The fitness tracker broke down after just one week, very poor quality.",4,6,Negative
POST00523,2025-04-16 06:00,Instagram,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 👎",1,3,Negative
POST00514,2025-07-29 21:00,YouTube,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap.",14,0,Negative
POST00082,2025-07-27 17:00,Facebook,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy 👍",0,21,Positive
POST00731,2025-09-04 11:00,Instagram,customer support,"Can't stop recommending customer support to my friends, it's brilliant. 🔥",59,8,Positive
POST01028,2025-07-21 13:00,Instagram,streaming app,Here's a quick overview of the new streaming app update.,2,3,Positive
POST00381,2025-01-03 17:00,Instagram,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out.",5,4,Neutral
POST01038,2025-10-29 21:00,Instagram,food delivery app,"Great value for money with food delivery app, totally worth it. ❤️",31,0,Positive
POST01705,2025-10-01 20:00,Instagram,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😡",14,1,Negative
POST00085,2025-12-04 02:00,Instagram,electric car,The electric car has some new features this month.,4,0,Neutral
POST01694,2025-12-25 07:00,Facebook,fitness tracker,"The fitness tracker broke down after just one week, very poor quality.",0,0,Negative
POST00979,2025-05-29 12:00,YouTube,food delivery app,"Worst experience ever with food delivery app, would not recommend. 😞",2,6,Negative
POST00330,2025-11-25 02:00,Facebook,streaming app,"The streaming app update ruined everything, please fix this asap.",3,6,Negative
POST00007,2025-02-17 12:00,Twitter,laptop brand,"The laptop brand keeps crashing, so frustrating to deal with. 👎",4,3,Negative
